address1;city;state;zip;country;phone;website;industry;industryKey;industryDisp;sector;sectorKey;sectorDisp;longBusinessSummary;companyOfficers;executiveTeam;maxAge;priceHint;previousClose;open;dayLow;dayHigh;regularMarketPreviousClose;regularMarketOpen;regularMarketDayLow;regularMarketDayHigh;exDividendDate;payoutRatio;beta;forwardPE;volume;regularMarketVolume;averageVolume;averageVolume10days;averageDailyVolume10Day;bid;ask;bidSize;askSize;marketCap;nonDilutedMarketCap;fiftyTwoWeekLow;fiftyTwoWeekHigh;allTimeHigh;allTimeLow;priceToSalesTrailing12Months;fiftyDayAverage;twoHundredDayAverage;trailingAnnualDividendRate;trailingAnnualDividendYield;currency;tradeable;enterpriseValue;profitMargins;floatShares;sharesOutstanding;heldPercentInsiders;heldPercentInstitutions;impliedSharesOutstanding;bookValue;priceToBook;lastFiscalYearEnd;nextFiscalYearEnd;mostRecentQuarter;earningsQuarterlyGrowth;netIncomeToCommon;trailingEps;forwardEps;enterpriseToRevenue;enterpriseToEbitda;52WeekChange;SandP52WeekChange;lastDividendValue;lastDividendDate;quoteType;currentPrice;recommendationKey;totalCash;totalCashPerShare;ebitda;totalDebt;quickRatio;currentRatio;totalRevenue;debtToEquity;revenuePerShare;returnOnAssets;returnOnEquity;grossProfits;freeCashflow;operatingCashflow;earningsGrowth;revenueGrowth;grossMargins;ebitdaMargins;operatingMargins;financialCurrency;symbol;language;region;typeDisp;quoteSourceName;triggerable;customPriceAlertConfidence;fullExchangeName;averageDailyVolume3Month;fiftyTwoWeekLowChange;fiftyTwoWeekLowChangePercent;fiftyTwoWeekRange;fiftyTwoWeekHighChange;fiftyTwoWeekHighChangePercent;fiftyTwoWeekChangePercent;earningsTimestampStart;earningsTimestampEnd;earningsCallTimestampStart;earningsCallTimestampEnd;isEarningsDateEstimate;epsTrailingTwelveMonths;epsForward;fiftyDayAverageChange;fiftyDayAverageChangePercent;twoHundredDayAverageChange;twoHundredDayAverageChangePercent;sourceInterval;exchangeDataDelayedBy;prevName;nameChangeDate;regularMarketChangePercent;regularMarketPrice;corporateActions;regularMarketTime;exchange;messageBoardId;exchangeTimezoneName;exchangeTimezoneShortName;gmtOffSetMilliseconds;market;esgPopulated;longName;shortName;regularMarketChange;regularMarketDayRange;cryptoTradeable;marketState;hasPrePostMarketData;firstTradeDateMilliseconds;trailingPegRatio;Ticker;address2;fax;auditRisk;boardRisk;compensationRisk;shareHolderRightsRisk;overallRisk;governanceEpochDate;dividendRate;dividendYield;fiveYearAvgDividendYield;trailingPE;targetHighPrice;targetLowPrice;targetMeanPrice;targetMedianPrice;numberOfAnalystOpinions;epsCurrentYear;priceEpsCurrentYear;fullTimeEmployees;irWebsite;lastSplitFactor;lastSplitDate;recommendationMean;averageAnalystRating;earningsTimestamp;ipoExpectedDate;underlyingSymbol;uuid;compensationAsOfEpochDate;firstTradeDateEpochUtc;timeZoneFullName;timeZoneShortName
Rua Lemos Monteiro, 120;São Paulo;SP;05501-050;Brazil;55 11 3576 9531;https://www.braskem.com.br;Chemicals;chemicals;Chemicals;Basic Materials;basic-materials;Basic Materials;"Braskem S.A., together with its subsidiaries, engages in the manufacture, sale, import, and export of chemicals, petrochemicals, and fuels in Brazil. It produces and sells polyethylene (PE), polypropylene, tertiary-butyl ethyl ether, gasoline, benzene, toluene, xylene, ethylene, propylene, polyvinyl chloride, caustic soda, butadiene, cumene, naphtha, solvents, and condensate; thermoplastic resins; and basic petrochemicals. The company also supplies electricity and other inputs to second-generation producers; and sale of utilities such as steam, water, compressed air and industrial gases, as well as provides industrial services and natural gas. It also operates in the United States, Mexico, Switzerland, Argentina, Germany, Japan, the Netherlands, Singapore, Chile, Spain, Peru, Italy, Luxembourg, China, and internationally. The company was formerly known as Copene Petroquímica do Nordeste S.A. and changed its name to Braskem S.A. in 2002. Braskem S.A. was founded in 1972 and is headquartered in São Paulo, Brazil. Braskem S.A. is a subsidiary of NSP Investimentos S.A.";[{'maxAge': 1, 'name': 'Mr. Roberto Prisco Paraíso Ramos', 'age': 79, 'title': 'Chief Executive Officer', 'yearBorn': 1946, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Felipe Montoro Jens', 'age': 54, 'title': 'Chief Financial & Investor Relations Officer', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. João Henrique Rittershaussen', 'age': 61, 'title': 'Executive Officer and Head of Investments & Digital Technologies', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Nir  Lander', 'title': 'Chief Compliance Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Geraldo Magela de Moraes Vilaca Netto', 'age': 45, 'title': 'Executive Officer and Head of Legal, Corporate Governance & Intellectual Property', 'yearBorn': 1980, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Daniel P. MacEachran', 'title': 'Head of Metabolic Engineering', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Stefan Lanna Lepecki', 'age': 63, 'title': 'Executive Officer & Head of South America Business', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Rosana  Avolio', 'title': 'Investor Relations Manager', 'exercisedValue': 0, 'unexercisedValue': 0}];[];86400,0;2,0;8,8;9,28;9,28;9,88;8,8;9,28;9,28;9,88;1639008000,0;0,0;0,851;;2300,0;2300,0;87,0;120,0;120,0;6,83;9,89;0,0;0,0;15748094976,0;8177921704,0;6,11;9,88;111502,5;4,5;0,21348138;8,571;7,89555;0,0;0.0;BRL;False;63204429824,0;-0,07106;203056801,0;478790,0;0,05013;0,023599999;1593936824,0;-4,433;-2,228739;1735603200,0;1767139200,0;1759190400,0;;-5241999872,0;-3,33;;0,857;-178,041;0,13548386;0,19708562;0,606032;1639008000,0;EQUITY;9,88;none;7408000000,0;9,292;-355000000,0;63237001216,0;0,562;1,175;73768001536,0;;92,561;-0,027609998;;3255000064,0;-7746124800,0;-2484000000,0;;-0,186;0,044120003;-0,00481;-0,096540004;BRL;BRKM6.SA;en-US;US;Equity;Delayed Quote;False;LOW;São Paulo;87,0;3,77;0,61702126;6.11 - 9.88;0,0;0,0;13,548386;1754510400,0;1754510400,0;1762426740,0;1762426740,0;False;-3,33;;1,309;0,1527243;1,9844503;0,25133783;15,0;15,0;;;12,272726;9,88;[];1772735474,0;SAO;finmb_394524;America/Sao_Paulo;BRT;-10800000,0;br_market;False;Braskem S.A.;BRASKEM     PNB     N1;1,0799999;9.28 - 9.88;False;POSTPOST;False;1031144400000,0;;BRKM6;;;;;;;;;;;;;;;;;;;;;;1:250;1116201600,0;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;NONE;;;;;;;;;;;;;;;;;;;;;;;BRML3.SA;en-US;US;;;False;NONE;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;;;;;False;;;;;False;;False;;;BRML3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;2,0;;;;;131,17;0,0;0,0;0,0;;;;0,29871106;;0,0;;;0,0;0,0;0,0;0,0;0,0;60919544,0;;0,0;1911,0;;;;131,17;131,17;0,0;0.0;BRL;False;;;;464432,0;;;;4005,665;0,03274612;;;;;;;;;;;;;;MUTUALFUND;;;;;;;;;;;;;;;;;;;;;;BRL;BRPR3.SA;en-US;US;Fund;Delayed Quote;False;NONE;São Paulo;0,0;131,17;;0.0 - 1911.0;-1779,83;-0,93136054;-92,50457;1707217140,0;1707739200,0;;;;-3037,9;439,12;0,0;0,0;0,0;0,0;15,0;15,0;;;0,0;131,17;[];1721764800,0;SAO;finmb_29252427;America/Sao_Paulo;BRT;-10800000,0;br_market;False;BR Properties S.A.;BRPR3.SA,0P0000H2ND,0;0,0;0.0 - 0.0;False;POSTPOST;False;1268053200000,0;;BRPR3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rua Capitão Montanha, 177;Porto Alegre;RS;90010-040;Brazil;55 51 3215 3232;https://www.banrisul.com.br;Banks - Regional;banks-regional;Banks - Regional;Financial Services;financial-services;Financial Services;Banco do Estado do Rio Grande do Sul S.A., a multiple-service bank, provides a range of banking products and services primarily in Brazil. The company engages in the retail banking, lending, financing and investment, mortgage loan, development, lease portfolio, and foreign exchange activities. It also provides securities brokerage, consortium groups, payment industry solutions, insurance, and pension plan and saving bonds products. Banco do Estado do Rio Grande do Sul S.A. was incorporated in 1928 and is headquartered in Porto Alegre, Brazil.;"[{'maxAge': 1, 'name': 'Mr. Fernando Guerreiro De Lemos', 'age': 66, 'title': 'Vice Chairman, CEO & Chairman of the Executive Board', 'yearBorn': 1959, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Luiz Gonzaga Veras Mota', 'age': 67, 'title': 'Deputy CEO, Director of Finance and Investor Relations, Vice President of Executive Board & Director', 'yearBorn': 1958, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': ""Mr. Irany  de Oliveira Sant'Anna Jr., Junior"", 'age': 65, 'title': 'Member of Executive Board', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Fernando  Postal', 'age': 63, 'title': 'Distribution & Retail Commercial Officer, Executive Officer and Member of the Executive Board', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Marcia Adriana Celestino', 'age': 54, 'title': 'Director & Member of Management Board', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ivanor Antonio Duranti', 'age': 61, 'title': 'Member of Executive Board', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Elizabete Rejane Sodre Tavares', 'age': 56, 'title': 'Member of Executive Board', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Carlos Aluisio Vaz Malafaia', 'age': 68, 'title': 'Member of Executive Board', 'yearBorn': 1957, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Kalil Sehbe Neto', 'age': 64, 'title': 'Member of Management Board', 'yearBorn': 1961, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Werner  Kohler', 'title': 'Accountant', 'exercisedValue': 0, 'unexercisedValue': 0}]";[];86400,0;2,0;19,24;19,29;18,9;19,52;19,24;19,29;18,9;19,52;1766966400,0;0,2568;0,345;;4300,0;4300,0;9975,0;6920,0;6920,0;19,09;19,13;0,0;0,0;7803232768,0;7722224732,0;11,27;20,1;292485,38;1,05001;1,046697;18,451;14,4922;1,587;0.08248441;BRL;False;34246139904,0;0,2299;206245829,0;205064841,0;0,98127997;0,00215;408974477,0;28,025;0,6808207;1767139200,0;1798675200,0;1767139200,0;1,617;1713912960,0;4,19;;4,594;;0,5822369;0,19708562;0,44005;1766966400,0;EQUITY;19,08;none;7158848000,0;17,504;;33532882944,0;;;7455101952,0;;18,229;0,011;0,1567;7335618048,0;;2733332992,0;1,617;-0,095;0,0;0,0;0,44894;BRL;BRSR3.SA;en-US;US;Equity;Delayed Quote;False;LOW;São Paulo;9975,0;7,8099995;0,6929902;11.27 - 20.1;-1,0200005;-0,050746292;58,22369;1755111600,0;1755111600,0;1763117940,0;1763117940,0;False;4,19;;0,6289997;0,034090277;4,5878;0,3165703;15,0;15,0;;;-0,83160007;19,08;[];1772744700,0;SAO;finmb_878157;America/Sao_Paulo;BRT;-10800000,0;br_market;False;Banco do Estado do Rio Grande do Sul S.A.;BANRISUL    ON      N1;-0,15999985;18.9 - 19.52;False;POSTPOST;False;946900800000,0;;BRSR3;4th Floor;;;;;;;;1,28;6,63;6,58;4,553699;;;;;;;;;;0.006667:0.001;1185235200,0;;;;;;;;;;
;;;;;;;;;;;;;;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;MUTUALFUND;;;;;;;;;;;;;;;;;;;;;;;BRSR4.SA;en-US;US;Fund;Delayed Quote;False;NONE;YHD;;;;;;;;;;;;;;;;;;;15,0;0,0;;;;;[];1561759658,0;YHD;;America/New_York;EST;-18000000,0;us_market;False;;;;;False;POST;False;;;BRSR4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rua Capitão Montanha, 177;Porto Alegre;RS;90010-040;Brazil;55 51 3215 3232;https://www.banrisul.com.br;Banks - Regional;banks-regional;Banks - Regional;Financial Services;financial-services;Financial Services;Banco do Estado do Rio Grande do Sul S.A., a multiple-service bank, provides a range of banking products and services primarily in Brazil. The company engages in the retail banking, lending, financing and investment, mortgage loan, development, lease portfolio, and foreign exchange activities. It also provides securities brokerage, consortium groups, payment industry solutions, insurance, and pension plan and saving bonds products. Banco do Estado do Rio Grande do Sul S.A. was incorporated in 1928 and is headquartered in Porto Alegre, Brazil.;"[{'maxAge': 1, 'name': 'Mr. Fernando Guerreiro De Lemos', 'age': 66, 'title': 'Vice Chairman, CEO & Chairman of the Executive Board', 'yearBorn': 1959, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Luiz Gonzaga Veras Mota', 'age': 67, 'title': 'Deputy CEO, Director of Finance and Investor Relations, Vice President of Executive Board & Director', 'yearBorn': 1958, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': ""Mr. Irany  de Oliveira Sant'Anna Jr., Junior"", 'age': 65, 'title': 'Member of Executive Board', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Fernando  Postal', 'age': 63, 'title': 'Distribution & Retail Commercial Officer, Executive Officer and Member of the Executive Board', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Marcia Adriana Celestino', 'age': 54, 'title': 'Director & Member of Management Board', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ivanor Antonio Duranti', 'age': 61, 'title': 'Member of Executive Board', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Elizabete Rejane Sodre Tavares', 'age': 56, 'title': 'Member of Executive Board', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Carlos Aluisio Vaz Malafaia', 'age': 68, 'title': 'Member of Executive Board', 'yearBorn': 1957, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Kalil Sehbe Neto', 'age': 64, 'title': 'Member of Management Board', 'yearBorn': 1961, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Werner  Kohler', 'title': 'Accountant', 'exercisedValue': 0, 'unexercisedValue': 0}]";[];86400,0;2,0;18,79;0,0;18,79;18,79;18,79;0,0;18,79;18,79;1766966400,0;0,2568;0,345;;0,0;0,0;86,0;140,0;140,0;17,39;20,9;0,0;0,0;7684630528,0;7722224732,0;13,1;21,01;85,9157;0,683965;1,0307881;17,5374;16,42705;1,587;0.08445982;BRL;False;34062100480,0;0,2299;206245829,0;1373091,0;0,54729;0,0;408974477,0;28,025;0,67047286;1767139200,0;1798675200,0;1767139200,0;1,617;1713912960,0;4,19;;4,569;;0,4299848;0,19708562;0,462538;1766966400,0;EQUITY;18,79;none;7158848000,0;17,504;;33532882944,0;;;7455101952,0;;18,229;0,011;0,1567;7335618048,0;;2733332992,0;1,617;-0,095;0,0;0,0;0,44894;BRL;BRSR5.SA;en-US;US;Equity;Delayed Quote;False;LOW;São Paulo;86,0;5,6900005;0,43435118;13.1 - 21.01;-2,2199993;-0,10566393;42,99848;1755111600,0;1755111600,0;1763117940,0;1763117940,0;False;4,19;;1,2526016;0,071424596;2,3629513;0,14384514;15,0;15,0;;;0,0;18,79;[];1772648639,0;SAO;finmb_878157;America/Sao_Paulo;BRT;-10800000,0;br_market;False;Banco do Estado do Rio Grande do Sul S.A.;BANRISUL    PNA     N1;0,0;18.79 - 18.79;False;POSTPOST;False;946900800000,0;;BRSR5;4th Floor;;;;;;;;1,28;6,79;5,27;4,484487;;;;;;;;;;1:150;1185235200,0;;;;;;;;;;
Rua Capitão Montanha, 177;Porto Alegre;RS;90010-040;Brazil;55 51 3215 3232;https://www.banrisul.com.br;Banks - Regional;banks-regional;Banks - Regional;Financial Services;financial-services;Financial Services;Banco do Estado do Rio Grande do Sul S.A., a multiple-service bank, provides a range of banking products and services primarily in Brazil. The company engages in the retail banking, lending, financing and investment, mortgage loan, development, lease portfolio, and foreign exchange activities. It also provides securities brokerage, consortium groups, payment industry solutions, insurance, and pension plan and saving bonds products. Banco do Estado do Rio Grande do Sul S.A. was incorporated in 1928 and is headquartered in Porto Alegre, Brazil.;"[{'maxAge': 1, 'name': 'Mr. Fernando Guerreiro De Lemos', 'age': 66, 'title': 'Vice Chairman, CEO & Chairman of the Executive Board', 'yearBorn': 1959, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Luiz Gonzaga Veras Mota', 'age': 67, 'title': 'Deputy CEO, Director of Finance and Investor Relations, Vice President of Executive Board & Director', 'yearBorn': 1958, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': ""Mr. Irany  de Oliveira Sant'Anna Jr., Junior"", 'age': 65, 'title': 'Member of Executive Board', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Fernando  Postal', 'age': 63, 'title': 'Distribution & Retail Commercial Officer, Executive Officer and Member of the Executive Board', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Marcia Adriana Celestino', 'age': 54, 'title': 'Director & Member of Management Board', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ivanor Antonio Duranti', 'age': 61, 'title': 'Member of Executive Board', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Elizabete Rejane Sodre Tavares', 'age': 56, 'title': 'Member of Executive Board', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Carlos Aluisio Vaz Malafaia', 'age': 68, 'title': 'Member of Executive Board', 'yearBorn': 1957, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Kalil Sehbe Neto', 'age': 64, 'title': 'Member of Management Board', 'yearBorn': 1961, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Werner  Kohler', 'title': 'Accountant', 'exercisedValue': 0, 'unexercisedValue': 0}]";[];86400,0;2,0;18,52;18,37;17,92;18,41;18,52;18,37;17,92;18,41;1766966400,0;0,2568;0,345;5,4078226;2137400,0;2137400,0;1742887,0;1759060,0;1759060,0;17,95;18,13;0,0;0,0;7369719808,0;7722224732,0;10,18;19,2;26,81;4,05;0,98854715;17,4408;13,60185;1,587;0.08569115;BRL;False;33951678464,0;0,2299;206245829,0;202536545,0;0,0;0,36789;408974477,0;28,025;0,6429973;1767139200,0;1798675200,0;1767139200,0;1,617;1713912960,0;4,19;3,33221;4,554;;0,69752526;0,19708562;0,44005;1766966400,0;EQUITY;18,02;none;7158848000,0;17,504;;33532882944,0;;;7455101952,0;;18,229;0,011;0,1567;7335618048,0;;2733332992,0;1,617;-0,095;0,0;0,0;0,44894;BRL;BRSR6.SA;en-US;US;Equity;Delayed Quote;False;LOW;São Paulo;1742887,0;7,84;0,7701375;10.18 - 19.2;-1,1800003;-0,061458346;69,752525;1755111600,0;1755111600,0;1763117940,0;1763117940,0;False;4,19;3,33221;0,57920074;0,03320953;4,418151;0,32481986;15,0;15,0;;;-2,699784;18,02;[];1772744820,0;SAO;finmb_878157;America/Sao_Paulo;BRT;-10800000,0;br_market;False;Banco do Estado do Rio Grande do Sul S.A.;BANRISUL    PNB     N1;-0,5;17.92 - 18.41;False;POSTPOST;False;1199275200000,0;;BRSR6;4th Floor;;10,0;4,0;1,0;10,0;4,0;1772323200,0;1,47;7,92;6,89;4,300716;17,3;11,0;14,525;15,0;8,0;3,19;5,648903;;;;;;;;;;;;;;
Rodovia CE – 138;Pereiro;CE;63460-000;Brazil;55 80 0281 3017;https://www.brisanet.com.br;Telecom Services;telecom-services;Telecom Services;Communication Services;communication-services;Communication Services;Brisanet Serviços de Telecomunicações S.A. provides broadband internet services in Brazil. It offers fiber optic internet, pay TV, music streaming, and fixed and mobile telephony services. The company was founded in 1998 and is based in Pereiro, Brazil. Brisanet Serviços de Telecomunicações S.A. operates as a subsidiary of Brisanet Participações S.A.;[{'maxAge': 1, 'name': 'Mr. Joao Paul Estevam', 'title': 'Chairman, Member of Executive Board & COO', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jose Roberto Nogueira', 'age': 55, 'title': 'CEO, Member of Executive Board & Director', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jose Romario Fernandes Pinheiro', 'title': 'Director, Member of Executive Board & Financial Director', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jordao Estevam Nogueira', 'title': 'Member of Executive Board & Director of Commercial', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Simone Silva Lopes Caixeta', 'title': 'Member of Executive Board & People Director', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Luciana Paulo Ferreira', 'title': 'Member of Executive Board & Director of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}];[];86400,0;4,0;3,05;3,05;2,96;3,06;3,05;3,05;2,96;3,06;1766361600,0;0,26;;8,70073;243800,0;243800,0;297278,0;454560,0;454560,0;2,97;2,99;;;1305262464,0;1335922987,0;2,4;3,59;3,59;2,38;0,8068901;3,298;3,0183;0,041;0.013442623;BRL;False;2982181888,0;0,0428;84369012,0;438007537,0;0,80737996;0,10531;438007538,0;3,599;0,8280078;1735603200,0;1767139200,0;1759190400,0;1,198;69240000,0;0,16;0,3425;1,844;4,418;0,17760623;0,19708562;0,034931;1766361600,0;EQUITY;2,98;hold;331947008,0;0,758;675081024,0;1968760064,0;0,868;0,934;1617645952,0;124,152;3,693;0,04078;0,04452;693358016,0;-665825472,0;389438016,0;1,198;0,189;0,42861998;0,41731998;0,21744;BRL;BRST3.SA;en-US;US;Equity;Delayed Quote;False;LOW;São Paulo;297278,0;0,5799999;0,24166663;2.4 - 3.59;-0,6099999;-0,1699164;17,760622;;;;;;0,16;0,3425;-0,31800008;-0,0964221;-0,038300037;-0,012689275;15,0;15,0;;;-2,2950797;2,98;[];1772744760,0;SAO;finmb_688724317;America/Sao_Paulo;BRT;-10800000,0;br_market;False;;BRISANET    ON      NM;-0,06999993;2.96 - 3.06;False;POSTPOST;False;1733403600000,0;;BRST3;km 14 Zona Rural;;;;;;;;0,04;1,35;;18,625;6,0;3,2;4,0125;3,95;8,0;0,2375;12,547369;9000,0;;;;2,75;2.8 - Hold;;;;;;;;
;;;;;;;;;;;;;;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;MUTUALFUND;;;;;;;;;;;;;;;;;;;;;;;BRTP3.SA;en-US;US;Fund;Delayed Quote;False;NONE;YHD;;;;;;;;;;;;;;;;;;;15,0;0,0;;;;;[];1561759658,0;YHD;;America/New_York;EST;-18000000,0;us_market;False;;;;;False;POST;False;;;BRTP3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;MUTUALFUND;;;;;;;;;;;;;;;;;;;;;;;BRTP4.SA;en-US;US;Fund;Delayed Quote;False;NONE;YHD;;;;;;;;;;;;;;;;;;;15,0;0,0;;;;;[];1561759658,0;YHD;;America/New_York;EST;-18000000,0;us_market;False;;;;;False;POST;False;;;BRTP4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;MUTUALFUND;;;;;;;;;;;;;;;;;;;;;;;BSCT3.SA;en-US;US;Fund;Delayed Quote;False;NONE;YHD;;;;;;;;;;;;;;;;;;;15,0;0,0;;;;;[];1561759658,0;YHD;;America/New_York;EST;-18000000,0;us_market;False;;;;;False;POST;False;;;BSCT3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;MUTUALFUND;;;;;;;;;;;;;;;;;;;;;;;BSCT5.SA;en-US;US;Fund;Delayed Quote;False;NONE;YHD;;;;;;;;;;;;;;;;;;;15,0;0,0;;;;;[];1561759658,0;YHD;;America/New_York;EST;-18000000,0;us_market;False;;;;;False;POST;False;;;BSCT5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;MUTUALFUND;;;;;;;;;;;;;;;;;;;;;;;BSCT6.SA;en-US;US;Fund;Delayed Quote;False;NONE;YHD;;;;;;;;;;;;;;;;;;;15,0;0,0;;;;;[];1561759658,0;YHD;;America/New_York;EST;-18000000,0;us_market;False;;;;;False;POST;False;;;BSCT6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;NONE;;;;;;;;;;;;;;;;;;;;;;;BSEV3.SA;en-US;US;;;False;NONE;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;;;;;False;;;;;False;;False;;;BSEV3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;MUTUALFUND;;;;;;;;;;;;;;;;;;;;;;;BSGR3.SA;en-US;US;Fund;Delayed Quote;False;NONE;YHD;;;;;;;;;;;;;;;;;;;15,0;0,0;;;;;[];1561759658,0;YHD;;America/New_York;EST;-18000000,0;us_market;False;;;;;False;POST;False;;;BSGR3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
